Age,Civil,Can.US,y
30.60091,15.007547,11.457449,1
60.88695,17.859766,16.815912,1
36.29126,19.428858,7.082709,1
68.82696,22.461753,15.021384,1
43.89838,17.414551,9.249423,0
30.80643,19.919702,11.187533,1
42.90932,17.627355,10.170691,1
33.03918,11.400503,6.404351,1
54.58098,27.654524,10.258914,0
41.29086,17.79053,12.072433,0
49.88762,30.529624,9.423292,1
55.23307,17.773395,5.016054,0
57.09559,9.726063,12.27063,1
59.86246,18.180797,11.095749,0
24.46155,18.242142,7.086545,0
54.98171,21.274295,8.780093,1
55.61813,16.746416,10.894854,0
57.69144,22.466682,14.11415,1
33.425,9.858587,11.561,1
43.34206,22.688619,9.835175,0
36.48562,20.910889,6.617271,1
38.76935,21.933416,10.116841,1
38.16749,18.797032,7.077623,1
41.34369,13.519761,6.231202,1
49.17934,23.330185,3.628963,0
35.70558,22.617787,5.605206,1
45.12984,18.996999,7.167319,1
46.56104,6.65812,11.099651,1
40.27925,17.691111,5.570295,1
61.63084,19.977704,8.538952,1
35.1276,16.813331,11.137175,1
29.14377,12.271096,9.038587,1
39.1668,21.347435,7.0454,0
29.62863,14.875395,9.950431,1
34.20681,17.661148,8.68912,1
46.66138,12.902335,13.130124,0
35.19904,22.229739,2.556927,0
35.78227,20.435266,8.507245,0
53.31686,18.036062,13.330184,0
35.06906,8.709831,9.465636,0
37.13511,23.812197,10.68145,1
14.37154,18.770591,7.405816,1
41.7808,15.801459,13.842197,1
57.22514,19.712963,7.918347,1
53.65893,19.433449,12.638032,0
30.95053,18.961879,8.706693,1
49.2282,18.87763,5.693897,1
54.09913,11.926927,13.698176,1
33.81192,14.61923,4.701334,1
57.54606,17.33392,13.647675,1
61.79682,12.790605,7.545257,1
39.05817,23.198735,10.64464,0
23.26574,14.75468,7.074944,0
46.60449,23.442024,9.883852,0
38.94647,19.126452,11.535457,0
24.81329,15.740611,6.995572,1
46.23423,24.792988,6.147864,0
70.29629,12.006633,10.939566,1
56.20188,9.823993,5.172895,0
41.84103,16.692216,7.696428,1
47.37795,15.37268,9.916922,1
59.88674,20.321144,12.390783,0
36.37065,14.117194,6.615176,0
47.16227,16.765661,8.526417,0
41.59091,21.145058,11.290545,1
58.10445,10.391472,8.797247,1
23.10132,13.331694,7.797748,1
42.41766,19.863965,8.278627,0
54.98083,14.711447,9.25665,0
16.96162,9.443276,12.299489,0
24.55376,17.227336,11.72417,1
26.33586,21.311578,11.364397,1
60.46877,18.99506,11.076342,0
71.17361,17.724629,9.673689,1
52.03409,22.92203,9.673463,0
54.57599,14.074689,11.509513,0
34.0869,27.941119,8.114843,1
28.93464,15.151774,8.198336,0
29.55655,17.148503,6.944246,0
56.18342,19.764625,9.655405,1
42.23851,18.262393,6.860709,0
52.84455,19.3502,8.871596,1
47.91213,15.538677,8.351936,0
36.0419,11.216219,11.807213,0
30.47829,23.393447,12.673605,1
65.54899,12.05584,11.265896,1
48.33793,16.846848,7.788146,0
56.71327,21.515914,9.121818,1
43.58911,6.419895,10.078188,1
14.79888,11.516309,8.457625,1
58.19262,22.645483,6.172131,0
39.5164,16.291101,7.389027,0
53.60874,21.199402,5.329041,1
69.09475,14.534605,12.274006,0
56.20882,15.296017,7.461629,0
45.82362,24.153173,14.310264,1
41.57724,23.944098,11.222187,1
29.6466,21.842308,12.342195,0
33.63723,14.7186,13.514638,1
40.41466,15.349022,6.369101,1
47.8814,21.949343,11.515462,1
22.74127,14.627164,8.479685,1
26.13136,20.462911,12.679117,0
55.73829,22.162889,11.273514,1
48.78034,11.767219,6.061764,0
46.80493,14.563201,8.064897,1
38.79711,19.180337,6.212635,1
43.17981,16.219139,7.874239,0
52.22239,17.289051,8.011162,1
40.54111,15.563346,9.259186,0
53.2794,19.124688,5.543775,0
63.89846,20.45024,6.861956,0
44.82385,19.974279,11.221296,0
51.91839,17.062731,11.967294,0
53.20617,17.752217,13.321251,1
54.95166,15.104534,9.381776,1
51.62719,15.047487,12.487891,0
91.94459,19.588072,13.678752,0
43.51311,23.198537,8.001716,1
70.12461,14.423045,14.169959,0
37.46485,15.54808,8.493279,0
56.63624,19.480145,10.009363,1
61.03989,22.615826,11.404817,0
45.54119,17.43247,16.94234,1
37.18458,19.633485,9.266108,1
62.52043,26.458374,8.196291,1
57.80513,21.729942,9.455248,1
56.08272,9.117295,9.54956,1
39.22445,27.625101,12.404199,0
32.42597,15.384853,8.413819,1
60.82567,22.273202,9.977028,0
45.40749,13.339865,8.009123,0
23.29609,16.060549,6.579686,1
44.6705,13.013095,11.083303,1
53.78453,6.052379,13.015147,1
25.37142,9.34583,7.320648,0
68.25812,15.937353,16.454549,1
61.42267,16.935752,12.247836,0
41.53368,12.195325,11.816814,1
40.2063,15.436814,10.813097,1
53.4671,12.377111,12.061945,1
65.61153,18.597391,10.01307,1
53.37299,26.434646,10.273378,0
46.4507,19.3341,7.110023,0
29.0559,20.507399,13.104157,1
52.99711,19.309392,12.070356,0
36.84536,22.482558,10.151361,1
30.70343,15.406966,12.692309,0
45.94253,14.706637,4.718794,1
55.86264,15.431608,7.137593,1
69.9651,22.382061,10.800928,0
56.34068,18.495879,10.239097,1
38.36676,18.280234,16.752202,0
49.56986,23.419962,8.97405,0
68.74405,12.436139,8.219016,0
44.62145,21.201032,10.637473,0
33.34112,24.880353,9.491382,1
19.77634,12.156923,11.131433,0
27.22417,20.468225,7.037702,0
36.19063,22.686109,10.542895,1
53.79924,17.374673,11.032784,1
13.59649,15.039345,11.407595,0
14.7543,17.694784,12.241643,0
27.33502,22.780978,9.451763,0
55.25422,22.256701,12.493911,1
36.55557,15.541889,8.662405,0
29.64146,25.258861,6.702272,1
34.83502,21.971171,12.085118,1
57.2056,24.720617,11.888648,0
55.83575,17.593661,8.800183,1
51.52365,16.488702,8.866583,1
60.53169,20.297668,6.559844,1
59.29629,23.000065,11.894792,0
46.40014,15.871355,13.217841,1
64.96523,17.465204,10.280937,0
35.63511,10.577788,3.615873,0
53.65412,22.340214,9.342364,1
14.76188,19.999678,13.248253,1
35.24474,12.642164,13.640046,1
26.43518,16.053349,7.858698,0
37.44892,21.012571,9.340258,0
46.60059,23.367544,8.18216,1
78.21658,17.493271,10.778804,1
33.21391,22.908103,8.570925,1
39.88428,21.290869,8.125732,1
14.61102,9.710113,11.992576,0
34.30317,6.890524,9.875692,1
16.77547,15.077033,9.801464,1
28.08265,14.427995,8.069751,0
27.6012,16.828333,7.556235,1
59.54406,24.950137,10.180288,1
24.5961,27.212773,11.683876,0
53.41126,17.664985,10.078392,1
47.56726,21.31978,9.73627,1
54.33082,21.944831,9.18143,0
63.74151,22.16432,13.850695,0
27.2174,18.047171,8.525893,1
41.84361,19.288455,9.497381,1
26.04513,21.551368,9.212071,1
44.57237,24.121143,15.057086,1
37.3878,23.17131,11.64671,1
38.28696,12.825075,10.941141,0
22.12108,24.133579,12.615256,1
30.30861,18.133094,6.95887,0
19.33831,20.906443,12.330411,1
28.31919,20.562393,10.749802,0
26.31214,18.513534,13.173749,0
35.897613,14.365131,8.753803,0
51.668536,19.338263,13.033627,1
44.149149,18.697752,11.892224,1
34.650692,18.848848,9.524935,1
32.060495,19.597542,6.603394,1
33.74492,12.447207,10.720647,0
25.45733,19.532522,9.785742,1
13.351258,20.846035,10.839996,1
36.859204,19.695427,10.726029,0
34.12618,18.26971,7.733952,1
61.537254,18.123506,13.600122,1
44.402586,17.103921,11.272765,1
28.594007,16.089747,13.144303,0
44.575691,18.59042,14.474273,0
36.617377,22.197914,15.543708,0
69.358881,11.306848,9.504275,0
35.770033,15.31019,7.269958,1
28.237745,14.017516,10.671207,1
26.344159,20.405856,12.134417,1
44.42449,24.706306,8.769124,0
37.702111,21.815332,7.948505,1
34.522211,17.550902,13.942453,1
30.087291,24.255148,11.614764,1
36.84046,18.088481,7.547867,0
8.298575,19.093052,6.019185,0
54.833779,24.631784,8.85007,1
51.602999,16.270297,11.25498,1
20.494516,19.481059,14.845255,0
35.369382,15.321262,11.044151,1
41.135187,15.766446,6.889815,0
33.344598,9.735197,5.487614,1
38.34872,20.115872,6.357838,1
15.675535,17.464701,7.321212,0
38.776982,20.935976,7.308879,1
18.21662,14.331752,6.458648,1
15.358114,13.173816,8.850418,0
16.215195,19.380893,11.160728,0
43.953079,17.942959,9.938799,1
38.304936,13.330744,11.006584,1
41.261675,15.82084,6.188173,0
49.060523,24.312413,11.348139,1
45.344062,13.360376,5.195292,0
23.183892,4.557017,6.669782,0
32.249667,19.268983,6.940457,1
29.310326,24.268888,10.334747,1
36.099261,24.154498,8.522466,1
34.582052,24.845964,7.988592,1
31.210795,10.52223,9.085795,1
20.994177,13.4095,9.348687,1
22.210778,16.08816,8.987521,0
12.583828,18.01563,7.820505,0
28.936021,19.73811,5.330771,1
20.81289,14.61795,13.026739,1
29.757647,13.64753,9.817934,0
28.660315,17.93839,10.599387,0
21.921078,22.18827,8.398933,1
50.132516,22.2314,6.113176,1
28.474411,19.94129,6.819776,0
36.040008,16.99114,10.705824,0
20.866193,21.28182,8.035223,0
76.232505,15.6421,5.311985,1
18.580605,18.77649,9.997123,0
44.907433,18.42315,8.886062,1
46.784328,16.46988,5.681144,1
67.571894,17.55808,5.103298,0
8.704497,17.44154,6.202408,1
44.649829,15.6053,5.831302,1
39.719283,21.30711,3.514181,1
37.330994,15.06356,8.725045,0
17.866824,17.27154,8.484355,0
39.548062,17.68086,6.422131,1
53.882763,19.06468,7.153278,1
48.469359,21.15116,5.193397,0
25.766973,13.42207,7.76539,1
21.710604,18.51526,6.5534,0
24.023988,13.54615,7.137236,1
33.435221,22.9502,6.141633,1
40.651805,17.33598,7.536756,1
32.743294,15.74554,8.073536,1
32.043451,22.00321,8.13338,1
21.558333,16.71315,7.214614,0
16.000949,18.64275,7.425348,1
47.144489,19.62611,8.643948,1
19.598941,20.80357,9.238124,0
26.931341,13.48916,6.394956,0
26.303557,21.58301,16.612649,0
27.806433,18.67415,14.759659,1
26.724723,16.63084,10.89221,0
23.083084,16.53434,7.839444,0
15.659776,21.13992,11.336015,0
57.215942,19.44594,18.168903,0
31.207326,13.06569,13.17724,1
35.290038,18.6837,12.222727,0
37.647774,20.88393,13.08259,0
26.73864,22.48441,16.068017,0
44.03865,16.9239,6.441587,0
26.47049,20.30755,14.077052,0
14.95756,15.08539,8.628354,0
40.47998,18.19815,14.483848,0
26.249,17.24918,16.195776,1
21.63563,15.08279,18.707518,0
48.05998,24.5897,16.288108,0
39.6692,15.80799,16.528961,0
31.39014,15.92092,9.586967,1
18.27521,27.34873,18.561808,1
56.10197,25.24742,13.684678,0
30.10235,24.01198,15.647353,0
27.58703,15.89488,15.042252,0
34.99669,17.48383,14.375103,0
49.04764,22.65549,17.097493,1
26.04481,13.64981,11.628624,0
28.94017,5.08754,10.513789,0
27.31692,21.22818,12.043276,0
17.09089,21.72269,14.60494,1
48.89466,17.54515,13.181473,0
57.55454,22.93708,14.332367,0
32.1545,20.69193,15.137548,1
47.51883,20.7884,13.55225,0
66.65787,18.85815,8.831561,0
19.05106,24.58889,13.268216,0
47.04118,16.12172,12.663076,0
61.99243,24.4621,13.609738,0
86.34853,20.73533,12.925048,0
27.29062,16.04529,15.176352,0
50.84285,15.50417,15.476063,0
45.71808,19.69734,18.947167,0
48.34819,21.34822,15.416628,0
29.23575,20.21957,11.875615,0
43.44648,17.74901,11.017209,0
67.43259,23.7543,16.973288,1
40.95911,20.70222,12.657042,0
42.9134,25.17931,10.114287,0
61.86951,19.48501,14.57212,1
20.45784,18.06936,16.040935,1
40.38891,19.49315,13.478068,1
23.95267,15.09525,14.38896,0
25.35936,22.06534,13.687167,1
30.57606,19.80795,8.042242,1
37.05833,21.17084,9.659983,0
29.25999,21.56296,11.896937,0
26.23119,23.18444,16.589092,1
13.297243,20.78253,12.43741,0
22.337966,21.486735,11.688409,1
49.530853,17.136397,13.048287,1
36.300523,15.52495,12.242178,1
55.275693,12.937596,16.314958,0
49.455512,16.831451,13.345296,1
17.011812,17.210302,6.947309,1
22.056709,17.969874,12.631835,1
17.038423,24.457702,12.412916,0
44.921779,20.424878,6.527348,1
30.42713,23.110532,14.39674,1
37.450803,17.135013,13.591915,1
41.281172,8.621967,9.039859,0
27.761614,17.972974,9.729476,1
33.482779,15.670129,10.167232,1
41.166588,18.266383,12.551181,0
31.712202,20.723776,12.305515,0
38.059759,26.330296,11.280215,0
39.572529,18.33369,10.382107,0
52.992523,21.891797,11.862571,0
31.258026,19.883025,10.243847,1
40.205231,23.834766,14.476187,0
24.427702,22.454588,11.873602,1
44.535781,19.933738,9.269058,1
5.157271,26.285801,8.781973,1
45.489666,13.37087,9.201595,0
68.596109,22.060112,9.833374,0
21.734866,15.477264,12.002467,0
37.454074,15.736867,6.997171,0
48.270486,18.65199,9.377552,0
39.196615,23.16866,10.593797,0
44.3598,12.205302,10.141978,1
45.097208,19.530274,12.321717,0
86.15606,18.303634,7.499937,0
58.909863,21.255619,7.006562,1
50.588751,19.152026,14.060567,0
60.722673,20.239711,11.638991,0
48.699192,14.719281,11.464069,0
48.966961,19.403438,9.096143,0
46.376506,18.112076,9.090305,1
34.548407,18.10073,13.169938,0
25.860187,14.218694,10.130497,0
30.430737,22.638182,5.663128,1
26.042544,20.694224,8.868604,1
37.268946,18.540374,7.901016,1
34.252523,17.385999,8.555551,1
10.253819,22.721846,6.816753,0
20.99411,17.007057,8.010941,1
51.50421,15.605598,6.643831,1
23.29286,14.217774,4.934948,0
47.71692,20.429739,9.050897,1
67.51822,20.549761,11.681895,1
45.42082,6.125765,10.059463,1
49.22669,19.413213,15.438226,0
38.14652,20.968269,3.929433,0
14.67662,15.741526,3.624598,0
24.58886,17.257963,4.763597,1
51.07698,25.890407,8.246586,1
16.87198,20.340652,4.650337,1
22.35162,25.533541,8.374491,0
43.17396,20.935755,7.650895,0
49.37667,27.691001,7.417728,1
46.55165,13.875358,7.084541,0
75.68029,14.826716,6.748968,0
53.34956,15.350263,10.582884,0
55.68577,14.655886,9.599982,1
54.17727,11.271969,9.202201,0
45.05247,14.515676,9.863002,0
36.25057,6.786616,10.811434,0
43.2936,8.899102,10.662554,0
79.78133,6.345042,8.888329,0
43.3847,12.346613,10.055146,0
38.9539,8.732718,9.207038,0
38.1985,8.444266,7.608364,1
53.58814,6.039156,8.444729,0
49.89578,24.674631,12.631449,0
46.91539,11.378477,5.983241,0
57.65047,10.171183,9.313752,1
28.28778,19.070934,8.168677,0
68.15006,17.55513,16.56328,0
41.51641,10.432377,6.311687,0
35.05222,11.50035,11.324046,0
52.6591,21.526575,6.733218,0
48.51887,14.134222,7.701408,0
61.18175,23.678039,11.936849,0
66.88859,11.85311,9.378133,0
66.49071,13.768118,15.073683,0
56.72969,9.533373,8.608737,0
67.48396,23.256162,11.878423,0
87.30077,27.327671,8.787278,0
71.78506,6.887334,10.294906,0
51.79159,14.56799,11.234487,0
63.64527,19.252359,8.2347,0
37.4203,17.930142,9.450862,1
77.10145,14.647454,6.467892,0
27.13272,7.078137,11.054741,0
26.82964,17.891257,10.240115,0
38.21875,17.328794,10.56574,1
44.44302,11.716268,12.153175,0
55.45748,16.583666,3.822964,0
68.57693,14.643576,7.573378,0
70.77545,8.215533,13.014959,0
51.6645,6.62,9.982781,0
35.42258,22.714996,14.246619,1
41.81185,14.342547,3.926095,0
31.81587,5.570878,10.464805,1
21.03045,16.860356,7.744827,0
32.13934,12.457934,16.477936,1
57.38154,12.804321,14.313667,0
51.50473,16.574656,8.40091,1
42.42457,18.353914,13.576176,0
40.75584,14.128138,5.059825,1
26.79906,20.96015,10.348917,0
37.1045,6.228705,7.243863,0
28.58244,9.209814,5.58556,1
74.9754,22.368747,12.337377,0
25.02718,17.850375,8.595224,1
53.61311,15.379106,7.606829,0
40.05817,13.212524,11.352816,0
42.40518,13.207921,7.741245,0
42.71626,9.549119,11.545357,0
44.9762,9.489576,17.246691,0
22.78557,22.571975,11.98118,0
43.73017,12.011049,6.969785,0
39.7746,25.032323,8.126344,0
28.86642,19.513782,15.885134,0
44.3783,19.436617,10.349992,0
48.84622,15.997626,8.738965,0
37.77111,13.06962,8.502495,0
59.76931,11.817409,9.189564,0
81.24273,9.956637,9.906852,0
39.12111,18.795391,5.868923,0
34.25624,18.991364,12.711909,0
55.0355,21.676888,14.042663,1
31.80189,15.593863,10.879523,0
31.13889,12.537516,19.704967,0
75.03164,10.741635,8.18544,0
30.06054,20.066516,10.442096,0
33.27955,11.045435,9.689306,1
64.20569,12.161562,9.204829,0
41.31913,14.560575,10.641538,0
32.7857,10.37744,10.307301,1
31.18128,22.267697,6.582828,0
49.78253,16.069183,12.71127,0
58.38708,16.51151,7.821091,0
48.50531,19.365829,11.877841,1
59.17493,14.131185,10.243287,0
47.83331,20.313452,7.41991,0
49.13016,10.611498,12.358422,1
57.83596,16.314343,9.968451,0
53.38604,8.530212,8.174241,0
54.02257,9.569278,9.544593,1
52.4389,23.689634,9.873606,1
85.60081,16.035598,13.969582,0
52.02766,20.387154,13.257636,0
54.37317,24.896454,13.728958,0
48.55079,9.40014,9.254396,0
33.66517,14.061862,11.124491,0
61.69319,18.677479,9.242964,0
34.92234,18.951826,16.320063,0
35.3001,9.992233,11.190085,1
69.08822,13.728346,9.731159,0
12.30815,15.013753,12.930988,0
93.99088,17.748609,7.658539,0
43.84731,14.117052,11.936831,0
57.83679,9.985611,10.537891,0
38.23766,16.438464,10.395084,0
34.11756,12.142494,9.680467,0
33.14464,20.660905,7.8957,1
35.39177,16.140709,11.041448,1
39.99518,16.703584,8.1633,0
68.08147,19.04463,8.047868,1
46.1365,6.187768,10.065113,0
65.04837,13.974927,10.47145,0
51.5556,11.401461,6.831264,0
59.88922,17.886024,18.943859,0
58.77503,19.508409,10.812176,0
30.23897,25.419706,2.182963,0
64.77486,16.374177,7.301397,0
37.45922,10.38496,5.598704,0
43.51985,21.42088,7.031803,0
55.96206,16.219207,8.72461,0
24.6604,15.177828,8.172126,0
31.11619,16.33586,9.948593,0
51.23527,15.119345,9.142088,0
54.01389,23.02809,7.998225,0
46.00692,22.604297,6.029858,0
74.06681,19.778401,5.228373,1
57.16693,12.51609,7.117733,1
37.22166,11.14363,9.368991,0
52.94066,23.15644,9.315394,1
56.36546,26.19698,8.945167,1
