Row,Best_Algorithm
5779,5
5780,7
5781,6
5782,2
5783,6
5784,6
5785,6
5786,1
5787,6
5788,6
5789,5
5790,7
5791,7
5792,3
5793,6
5794,7
5795,7
5796,7
5797,7
5798,6
5799,5
5800,7
5801,6
5802,3
5803,6
5804,6
5805,7
5806,3
5807,6
5808,6
5809,3
5810,7
5811,7
5812,7
5813,1
5814,3
5815,7
5816,7
5817,3
5818,7
5819,3
5820,6
5821,3
5822,6
5823,6
5824,7
5825,6
5826,7
5827,7
5828,3
5829,6
5830,7
5831,6
5832,7
5833,6
5834,7
5835,7
5836,7
5837,7
5838,3
5839,6
5840,7
5841,2
5842,7
5843,6
5844,7
5845,1
5846,3
5847,3
5848,6
5849,6
5850,3
5851,7
5852,6
5853,6
5854,6
5855,6
5856,2
5857,3
5858,7
5859,3
5860,6
5861,7
5862,3
5863,7
5864,3
5865,6
5866,7
5867,6
5868,3
5869,6
5870,6
5871,7
5872,7
5873,2
5874,3
5875,5
5876,7
5877,7
5878,3
5879,7
5880,3
5881,6
5882,7
5883,3
5884,7
5885,6
5886,3
5887,7
5888,7
5889,6
5890,6
5891,6
5892,1
5893,6
5894,4
5895,6
5896,6
5897,7
5898,6
5899,6
5900,3
5901,6
5902,7
5903,7
5904,7
5905,6
5906,6
5907,3
5908,7
5909,6
5910,6
5911,2
5912,6
5913,7
5914,3
5915,3
5916,5
5917,6
5918,7
5919,6
5920,3
5921,4
5922,7
5923,7
5924,7
5925,3
5926,1
5927,7
5928,2
5929,6
5930,6
5931,3
5932,6
5933,7
5934,6
5935,7
5936,6
5937,7
5938,3
5939,7
5940,6
5941,7
5942,7
5943,3
5944,6
5945,3
5946,6
5947,7
5948,7
5949,6
5950,2
5951,7
5952,7
5953,7
5954,6
5955,3
5956,3
5957,6
5958,6
5959,6
5960,6
5961,6
5962,3
5963,7
5964,5
5965,7
5966,7
5967,6
5968,6
5969,7
5970,7
5971,7
5972,7
5973,3
5974,3
5975,4
5976,6
5977,2
5978,3
5979,7
5980,3
5981,6
5982,3
5983,7
5984,6
5985,7
5986,6
5987,7
5988,6
5989,7
5990,6
5991,3
5992,7
5993,3
5994,5
5995,3
5996,7
5997,7
5998,6
5999,6
6000,7
