model,perf_measure,accuracy_mean_mean,accuracy_mean_median,accuracy_mean_std,Dataset
Incremental_Mixed_Bagging,acc,0.9724306113136683,0.972557246214664,0.0020026110546956383,internet_ad_cfs
Grouped_Mixed_Bagging,acc,0.8051099227569815,0.8102495543672014,0.010681345023457061,balance_scale_BR
Incremental_Mixed_Bagging,acc,0.8073677956030898,0.8193404634581105,0.03131235616742321,balance_scale_BR
Grouped_Mixed_Bagging,acc,0.7300559441989855,0.730798969072165,0.006961362274767279,contraceptive_NL
Incremental_Mixed_Bagging,acc,0.7367968622156766,0.7391430412371134,0.010169292864654043,contraceptive_NL
Grouped_Mixed_Bagging,acc,0.7105194805194804,0.7127272727272727,0.021400493213926022,teaching_assistant_LH
Incremental_Mixed_Bagging,acc,0.6961904761904761,0.7018181818181818,0.021809882981597927,teaching_assistant_LH
Grouped_Mixed_Bagging,acc,0.7081818181818181,0.7136363636363636,0.019140627898886636,teaching_assistant_MH
Incremental_Mixed_Bagging,acc,0.712034632034632,0.7236363636363636,0.034276349895239554,teaching_assistant_MH
Grouped_Mixed_Bagging,acc,0.757594473195977,0.7617395762132604,0.012622814716632564,pima_indians_diabetes
Incremental_Mixed_Bagging,acc,0.7588410962471114,0.7603896103896104,0.012492624067466068,pima_indians_diabetes
Grouped_Mixed_Bagging,acc,0.6744663605697151,0.676791604197901,0.01833865000429757,diabetic_retinopathy
Incremental_Mixed_Bagging,acc,0.6811347451274363,0.6859032983508246,0.017659974699512946,diabetic_retinopathy
Grouped_Mixed_Bagging,acc,0.9917748917748919,0.990909090909091,0.002734478215991982,wine_c1c3
Incremental_Mixed_Bagging,acc,0.9913419913419914,0.990909090909091,0.001983799002145403,wine_c1c3
Grouped_Mixed_Bagging,acc,0.6483709273182958,0.65,0.012871998433273017,contraceptive_NS
Incremental_Mixed_Bagging,acc,0.6586048454469507,0.6614035087719298,0.016559254635946364,contraceptive_NS
